callsite offset,dest offset,callsite vaddr,dest vaddr,callsite ELF,dest ELF
0xdc91,0xa0850,0x7f3bf59a1c91,0x7f3bf5842850,/usr/lib/x86_64-linux-gnu/ld-2.31.so,/usr/lib/x86_64-linux-gnu/libc-2.31.so
0xdc91,0xa03d0,0x7f3bf59a1c91,0x7f3bf58423d0,/usr/lib/x86_64-linux-gnu/ld-2.31.so,/usr/lib/x86_64-linux-gnu/libc-2.31.so
0xdc91,0xbc930,0x7f3bf59a1c91,0x7f3bf585e930,/usr/lib/x86_64-linux-gnu/ld-2.31.so,/usr/lib/x86_64-linux-gnu/libc-2.31.so
0xdc91,0x9fae0,0x7f3bf59a1c91,0x7f3bf5841ae0,/usr/lib/x86_64-linux-gnu/ld-2.31.so,/usr/lib/x86_64-linux-gnu/libc-2.31.so
0xdc91,0xa0750,0x7f3bf59a1c91,0x7f3bf5842750,/usr/lib/x86_64-linux-gnu/ld-2.31.so,/usr/lib/x86_64-linux-gnu/libc-2.31.so
0xdc91,0xa06f0,0x7f3bf59a1c91,0x7f3bf58426f0,/usr/lib/x86_64-linux-gnu/ld-2.31.so,/usr/lib/x86_64-linux-gnu/libc-2.31.so
0xdc91,0xbcd20,0x7f3bf59a1c91,0x7f3bf585ed20,/usr/lib/x86_64-linux-gnu/ld-2.31.so,/usr/lib/x86_64-linux-gnu/libc-2.31.so
0xdc91,0xa1c90,0x7f3bf59a1c91,0x7f3bf5843c90,/usr/lib/x86_64-linux-gnu/ld-2.31.so,/usr/lib/x86_64-linux-gnu/libc-2.31.so
0xdc91,0xa08a0,0x7f3bf59a1c91,0x7f3bf58428a0,/usr/lib/x86_64-linux-gnu/ld-2.31.so,/usr/lib/x86_64-linux-gnu/libc-2.31.so
0xdc91,0xbc7e0,0x7f3bf59a1c91,0x7f3bf585e7e0,/usr/lib/x86_64-linux-gnu/ld-2.31.so,/usr/lib/x86_64-linux-gnu/libc-2.31.so
0xdc91,0x9f670,0x7f3bf59a1c91,0x7f3bf5841670,/usr/lib/x86_64-linux-gnu/ld-2.31.so,/usr/lib/x86_64-linux-gnu/libc-2.31.so
0xdc91,0xa0480,0x7f3bf59a1c91,0x7f3bf5842480,/usr/lib/x86_64-linux-gnu/ld-2.31.so,/usr/lib/x86_64-linux-gnu/libc-2.31.so
0x11b5a,0x23f00,0x7f3bf59a5b5a,0x7f3bf57c5f00,/usr/lib/x86_64-linux-gnu/ld-2.31.so,/usr/lib/x86_64-linux-gnu/libc-2.31.so
0x2400e,0x11f0,0x7f3bf57c600e,0x5555555571f0,/usr/lib/x86_64-linux-gnu/libc-2.31.so,/work/qemu-dev/dev/test/x86_64/fn_ptr.elf
0x24081,0x11b3,0x7f3bf57c6081,0x5555555571b3,/usr/lib/x86_64-linux-gnu/libc-2.31.so,/work/qemu-dev/dev/test/x86_64/fn_ptr.elf
0x119b,0x1149,0x55555555719b,0x555555557149,/work/qemu-dev/dev/test/x86_64/fn_ptr.elf,/work/qemu-dev/dev/test/x86_64/fn_ptr.elf
0x119b,0x1161,0x55555555719b,0x555555557161,/work/qemu-dev/dev/test/x86_64/fn_ptr.elf,/work/qemu-dev/dev/test/x86_64/fn_ptr.elf
0x468a5,0x11d60,0x7f3bf57e88a5,0x7f3bf59a5d60,/usr/lib/x86_64-linux-gnu/libc-2.31.so,/usr/lib/x86_64-linux-gnu/ld-2.31.so
0x11f8b,0x1268,0x7f3bf59a5f8b,0x555555557268,/usr/lib/x86_64-linux-gnu/ld-2.31.so,/work/qemu-dev/dev/test/x86_64/fn_ptr.elf
